part_date;part_dec;teach_mod;hei;know_area;gender;age_group;mar_status;comp_home;internet;ethnic;educ;income_home;children;family_size;prev_exp;pe1;pe2;pe3;ee1;ee2;ee3;ee4;si1;si2;si3;fc1;fc2;fc3;fc4;hm1;hm2;hm3;ht1;ht2;ht3;lv1;lv2;lv3;ti1;ti2;ti3;as1;as2;as3;bi1;bi2;bi3
2020-11-08;Sí, deseo participar.;Virtual (a distancia);Universidad Católica De Santiago De Guayaquil;PSICOLOGÍA;Female;35 años a 44 años;Divorciado(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;3;4;Alta;3;3;3;4;3;2;2;1;1;1;4;3;4;1;3;3;3;3;1;1;4;3;3;3;2;3;3;3;3;5;4;4
2020-11-08;Sí, deseo participar.;Ambas;Universidad Técnica Cotopaxi;PSICOLOGÍA;Male;35 años a 44 años;Unión de hecho;Sí;Sí;Mestizo;Maestría;Menor a 1500;0;2;Alta;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;5;5;5;5;4;4;4;5;5;5;5;5
2020-11-08;Sí, deseo participar.;Ambas;Universidad De Las Américas;OTRAS INGENIERÍAS Y TECNOLOGÍAS;Male;35 años a 44 años;Soltero(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;0;4;Ni alta ni baja;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2020-11-08;Sí, deseo participar.;Ambas;Universidad De Los Hemisferios;OTRAS INGENIERÍAS Y TECNOLOGÍAS;Male;Más de 54;Viudo(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;4;4;Ni alta ni baja;4;4;4;4;4;4;4;3;4;3;5;5;4;4;4;4;4;4;3;3;3;4;4;4;3;4;3;4;4;5;5;5
2020-11-08;Sí, deseo participar.;Virtual (a distancia);Pontificia Universidad Católica Del Ecuador;AGRICULTURA, SILVICULTURA Y PESCA;Male;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;2;3;Ni alta ni baja;3;3;3;5;3;2;3;3;2;2;2;5;3;1;1;2;1;3;3;2;3;2;2;2;1;2;2;2;5;3;4;4
2020-11-09;Sí, deseo participar.;Virtual (a distancia);Universidad Católica De Cuenca;ECONOMÍA Y NEGOCIOS;Male;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;1;3;Baja;5;4;4;4;4;4;4;5;5;5;5;4;4;4;3;3;3;3;3;3;3;3;3;4;2;3;4;4;4;4;4;4
2020-11-09;Sí, deseo participar.;Ambas;Universidad Internacional Del Ecuador;GEOGRAFÍA SOCIAL Y ECONÓMICA;Male;Más de 54;Soltero(a);Sí;Sí;Afroecuatoriano;Maestría;Entre 1500 y 5000;1;1;Alta;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;4;4;4;2;5;5;5;4;5;4;5;5;5;4;4
2020-11-09;Sí, deseo participar.;Virtual (a distancia);Pontificia Universidad Católica Del Ecuador;CIENCIAS DE LA EDUCACIÓN;Female;35 años a 44 años;Soltero(a);Sí;Sí;Mestizo;Doctorado;Menor a 1500;0;3;Muy alta;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;1;5;5;5;5;5;5;5;5;5;5;4;3;4
2020-11-09;Sí, deseo participar.;Virtual (a distancia);Universidad Agraria Del Ecuador;OTRAS HUMANIDADES;Female;45 años a 54 años;Unión de hecho;Sí;Sí;Indígena;Maestría;Entre 1500 y 5000;0;2;Nula;5;5;5;4;5;5;5;5;1;3;5;4;4;2;4;4;5;5;2;4;5;4;4;5;4;5;4;4;5;5;5;5
2020-11-09;Sí, deseo participar.;Virtual (a distancia);Universidad Católica De Santiago De Guayaquil;ECONOMÍA Y NEGOCIOS;Male;Más de 54;Casado(a);Sí;Sí;Blanco;Doctorado;Entre 1500 y 5000;3;3;Alta;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5
2020-11-09;Sí, deseo participar.;Ambas;Pontificia Universidad Católica Del Ecuador;CIENCIAS DE LA EDUCACIÓN;Male;Más de 54;Casado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;2;3;Muy alta;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;1;1;5;5;5;5;5;5;5;5;5;4;5;4
2020-11-09;Sí, deseo participar.;Presencial;Universidad Central Del Ecuador;ECONOMÍA Y NEGOCIOS;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;3;5;Baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;4;5;5;5;5;5
2020-11-09;Sí, deseo participar.;Presencial;Universidad Estatal Peninsula De Santa Elena;INGENIERÍA ELÉCTRICA, ELECTRÓNICA E INFORMÁTICA;Male;Más de 54;Casado(a);Sí;Sí;Mestizo;Doctorado;Mayor a 5000;1;3;Baja;2;4;4;3;4;4;4;3;3;3;2;4;3;4;4;3;3;2;2;2;2;2;2;4;4;3;4;2;4;5;5;5
2020-11-10;Sí, deseo participar.;Virtual (a distancia);Universidad Técnica De Manabí;INGENIERÍA ELÉCTRICA, ELECTRÓNICA E INFORMÁTICA;Female;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;5;Ni alta ni baja;4;4;3;5;5;5;5;3;3;3;5;4;2;4;4;4;4;4;2;3;2;2;2;4;2;5;3;4;4;5;5;5
2020-11-10;Sí, deseo participar.;Virtual (a distancia);Universidad UTE;ECONOMÍA Y NEGOCIOS;Female;Más de 54;Casado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;2;3;Ni alta ni baja;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;4;4;4;4;2;5;3;4;3;5;4;4
2020-11-10;Sí, deseo participar.;Ambas;Universidad Laica Eloy Alfaro De Manabí;COMPUTACIÓN Y CIENCIAS DE LA INFORMACIÓN;Male;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;4;Alta;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5
2020-11-10;Sí, deseo participar.;Virtual (a distancia);Escuela Superior Politécnica Del Chimborazo;ECONOMÍA Y NEGOCIOS;Male;45 años a 54 años;Soltero(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;0;1;Nula;5;4;4;4;4;4;4;5;4;4;5;5;4;4;4;4;4;4;4;4;3;5;4;4;3;3;4;4;4;4;4;4
2020-11-10;Sí, deseo participar.;Virtual (a distancia);Universidad Técnica Cotopaxi;OTRAS CIENCIAS SOCIALES;Female;35 años a 44 años;Unión de hecho;Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;5;Ni alta ni baja;5;5;4;5;5;4;5;1;1;5;5;5;5;3;5;5;4;5;5;4;4;5;5;3;3;5;5;4;5;5;5;5
2020-11-10;Sí, deseo participar.;Virtual (a distancia);Universidad Técnica De Ambato;ECONOMÍA Y NEGOCIOS;Female;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;2;4;Nula;3;4;4;4;4;4;4;4;4;3;4;4;3;3;4;4;4;4;3;3;3;4;4;4;3;4;4;3;4;5;3;4
2020-11-10;Sí, deseo participar.;Virtual (a distancia);Universidad de Cuenca;CIENCIAS VETERINARIAS;Male;Más de 54;Casado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;1;2;Nula;4;4;4;3;4;3;3;4;4;4;4;4;4;2;2;3;2;4;3;3;3;4;4;4;2;2;3;3;4;3;3;3
2020-11-10;Sí, deseo participar.;Ambas;Universidad Regional Autonoma De Los Andes;CIENCIAS DE LA SALUD;Female;Más de 54;Viudo(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;1;2;Ni alta ni baja;5;5;5;5;5;5;5;4;4;5;5;5;5;1;5;5;4;5;4;4;5;5;5;5;4;5;4;5;5;5;5;5
2020-11-10;Sí, deseo participar.;Ambas;Universidad Agraria Del Ecuador;OTRAS HUMANIDADES;Female;35 años a 44 años;Casado(a);Sí;Sí;Blanco;Maestría;Entre 1500 y 5000;0;2;Baja;3;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;3;3;2
2020-11-10;Sí, deseo participar.;Virtual (a distancia);Universidad UTE;OTRAS CIENCIAS SOCIALES;Female;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;1;3;Ni alta ni baja;1;5;5;5;5;5;4;5;5;5;5;5;3;4;4;4;4;5;3;3;5;5;5;5;5;5;5;5;5;4;3;4
2020-11-10;Sí, deseo participar.;Virtual (a distancia);Escuela Superior Politécnica Del Chimborazo;COMPUTACIÓN Y CIENCIAS DE LA INFORMACIÓN;Male;Más de 54;Casado(a);Sí;Sí;Blanco;Doctorado;Entre 1500 y 5000;2;2;Ni alta ni baja;5;5;5;4;5;4;4;4;4;4;5;4;3;4;3;3;3;4;1;3;4;4;4;4;3;4;4;4;4;5;5;5
2020-11-10;Sí, deseo participar.;Ambas;Universidad Laica Vicente Rocafuerte;PERIODISMO Y COMUNICACIONES;Male;25 años a 34 años;Casado(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;2;4;Ni alta ni baja;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5;5;4;5;4;3;4;5;5;5;4;4;5;5;5;5;5;5
2020-11-10;Sí, deseo participar.;Ambas;Universidad Nacional De Chimborazo;CIENCIAS DE LA SALUD;Female;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;0;2;Nula;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;4;4;3;3;3;5;5;5;5;5;4;4;4;4;5;5
2020-11-10;Sí, deseo participar.;Virtual (a distancia);Universidad Metropolitana;OTRAS CIENCIAS SOCIALES;Female;45 años a 54 años;Soltero(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;0;6;Ni alta ni baja;5;5;5;4;5;4;5;5;4;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5
2020-11-10;Sí, deseo participar.;Virtual (a distancia);Universidad de Cuenca;CIENCIAS VETERINARIAS;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;2;4;Baja;4;4;4;2;3;3;3;3;3;3;5;2;3;4;2;2;2;2;1;1;3;3;3;2;5;4;1;1;1;5;4;4
2020-11-10;Sí, deseo participar.;Presencial;Universidad Central Del Ecuador;PERIODISMO Y COMUNICACIONES;Female;Más de 54;Casado(a);Sí;Sí;Blanco;Doctorado;Entre 1500 y 5000;2;8;Baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;4;4
2020-11-10;Sí, deseo participar.;Presencial;Universidad Laica Eloy Alfaro De Manabí;CIENCIAS DE LA TIERRA Y MEDIOAMBIENTALES;Female;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;1;5;Nula;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;5;5;5;5;5
2020-11-10;Sí, deseo participar.;Presencial;Universidad Técnica De Machala;CIENCIAS DE LA SALUD;Female;45 años a 54 años;Soltero(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;1;2;Nula;4;4;3;2;3;3;5;4;4;2;4;3;3;1;1;3;2;2;4;1;5;3;4;2;1;1;1;3;3;4;3;3
2020-11-10;Sí, deseo participar.;Presencial;Pontificia Universidad Católica Del Ecuador;CIENCIAS VETERINARIAS;Male;45 años a 54 años;Soltero(a);Sí;Sí;Blanco;Doctorado;Entre 1500 y 5000;0;2;Baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;5;5;5;5;4;5;4;4;5;5;5;5
2020-11-10;Sí, deseo participar.;Presencial;Universidad Estatal Peninsula De Santa Elena;CIENCIAS VETERINARIAS;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;3;5;Nula;5;3;3;3;4;5;3;3;3;3;4;4;3;3;3;3;3;3;2;4;1;3;3;4;2;3;3;4;4;4;4;3
2020-11-10;Sí, deseo participar.;Virtual (a distancia);Pontificia Universidad Católica Del Ecuador;ECONOMÍA Y NEGOCIOS;Female;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Tercer Nivel (universitario);Menor a 1500;2;4;Alta;4;4;4;4;4;4;4;3;3;3;5;5;4;4;4;4;4;5;3;4;3;4;4;5;5;5;4;4;4;5;4;5
2020-11-10;Sí, deseo participar.;Presencial;Universidad UTE;PERIODISMO Y COMUNICACIONES;Female;Más de 54;Casado(a);Sí;Sí;Blanco;Maestría;Menor a 1500;2;2;Baja;5;3;5;3;4;4;4;4;4;4;5;5;2;5;4;3;3;3;3;3;2;5;5;5;5;3;3;4;4;4;2;2
2020-11-10;Sí, deseo participar.;Ambas;Universidad Católica De Santiago De Guayaquil;MATEMÁTICAS;Male;35 años a 44 años;Unión de hecho;Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;3;5;Baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2020-11-10;Sí, deseo participar.;Ambas;Universidad Andina Simón Bolívar;INGENIERÍA ELÉCTRICA, ELECTRÓNICA E INFORMÁTICA;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;2;4;Ni alta ni baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;4;4;1;5;5;5;4;4;4;5;5;5;4;4
2020-11-10;Sí, deseo participar.;Presencial;Universidad Laica Eloy Alfaro De Manabí;OTRAS CIENCIAS NATURALES;Male;45 años a 54 años;Unión de hecho;Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;3;Baja;4;3;3;3;3;3;3;3;2;3;4;3;3;1;1;1;1;2;2;3;2;2;3;2;2;2;3;2;3;3;2;4
2020-11-10;Sí, deseo participar.;Presencial;Universidad Central Del Ecuador;INGENIERÍA MECÁNICA;Male;45 años a 54 años;Casado(a);Sí;Sí;Blanco;Doctorado;Entre 1500 y 5000;3;5;Ni alta ni baja;3;3;4;3;3;4;4;3;3;2;5;4;3;4;3;3;3;3;2;2;4;3;3;2;2;2;2;3;3;3;3;3
2020-11-10;Sí, deseo participar.;Ambas;Universidad Del Azuay;CIENCIAS DE LA EDUCACIÓN;Female;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;2;5;Baja;5;3;3;4;4;5;4;3;3;3;5;5;5;5;4;4;4;5;3;4;3;4;4;5;4;4;4;5;4;4;4;4
2020-11-10;Sí, deseo participar.;Virtual (a distancia);Universidad Estatal De Bolivar;AGRICULTURA, SILVICULTURA Y PESCA;Male;35 años a 44 años;Soltero(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;1;4;Ni alta ni baja;5;4;4;5;5;5;5;1;1;3;5;4;4;4;4;5;5;5;4;3;3;3;3;5;3;5;4;5;4;5;5;5
2020-11-10;Sí, deseo participar.;Presencial;Universidad Central Del Ecuador;INGENIERÍA ELÉCTRICA, ELECTRÓNICA E INFORMÁTICA;Female;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Doctorado;Menor a 1500;2;4;Baja;5;5;5;5;5;4;4;4;4;4;5;4;5;5;4;4;4;4;4;4;2;5;5;4;4;4;4;4;4;5;4;5
2020-11-10;Sí, deseo participar.;Virtual (a distancia);Pontificia Universidad Católica Del Ecuador;CIENCIAS QUÍMICAS;Male;Más de 54;Casado(a);Sí;Sí;Blanco;Doctorado;Entre 1500 y 5000;0;2;Nula;3;3;3;3;3;3;4;2;2;3;4;3;3;1;3;2;3;2;2;1;3;4;4;4;2;2;3;2;2;5;5;5
2020-11-10;Sí, deseo participar.;Virtual (a distancia);Universidad De Investigación De Tecnología Experimental Yachay;INGENIERÍA CIVIL;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;5;6;Baja;4;4;3;4;4;3;4;1;1;1;3;3;4;1;3;3;3;3;5;3;3;2;3;4;3;4;2;3;4;1;5;5
2020-11-11;Sí, deseo participar.;Ambas;Universidad Laica Eloy Alfaro De Manabí;INGENIERÍA QUÍMICA;Male;Más de 54;Soltero(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;0;3;Baja;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad Técnica Del Norte;ECONOMÍA Y NEGOCIOS;Female;Más de 54;Casado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;4;3;Baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;4;5;5;5;4;4;5;5;5;5;5;5
2020-11-11;Sí, deseo participar.;Ambas;Pontificia Universidad Católica Del Ecuador;CIENCIAS QUÍMICAS;Female;45 años a 54 años;Divorciado(a);Sí;Sí;Blanco;Doctorado;Entre 1500 y 5000;2;5;Nula;4;5;3;4;2;2;4;2;1;1;5;3;3;5;3;3;3;5;2;1;3;3;4;5;3;3;4;4;4;4;4;4
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad Técnica De Babahoyo;INGENIERÍA CIVIL;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;3;4;Ni alta ni baja;4;3;3;5;5;5;5;3;3;3;5;3;5;5;3;3;3;5;3;3;5;5;5;5;5;5;4;5;5;5;5;5
2020-11-11;Sí, deseo participar.;Presencial;Universidad Nacional De Chimborazo;OTRAS INGENIERÍAS Y TECNOLOGÍAS;Female;35 años a 44 años;Soltero(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;4;Ni alta ni baja;5;4;4;4;4;4;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;5;5;5
2020-11-11;Sí, deseo participar.;Ambas;Universidad Estatal De Milagro;OTRAS INGENIERÍAS Y TECNOLOGÍAS;Female;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;0;2;Ni alta ni baja;5;5;5;5;5;5;5;4;4;4;5;5;5;4;4;4;4;4;4;4;5;5;5;5;5;5;4;5;5;5;5;5
2020-11-11;Sí, deseo participar.;Presencial;Universidad Regional Autonoma De Los Andes;ECONOMÍA Y NEGOCIOS;Male;25 años a 34 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;1;4;Nula;4;5;4;4;4;3;4;1;1;1;4;4;4;4;4;4;4;4;2;3;3;5;5;4;3;4;3;4;4;4;4;4
2020-11-11;Sí, deseo participar.;Presencial;Universidad Técnica Cotopaxi;DERECHO;Female;Más de 54;Casado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;3;3;Nula;5;5;5;4;4;4;4;4;4;4;4;5;5;4;4;4;4;3;4;4;4;4;5;5;4;4;4;4;4;5;5;5
2020-11-11;Sí, deseo participar.;Presencial;Universidad de Cuenca;ECONOMÍA Y NEGOCIOS;Female;Más de 54;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;4;Nula;5;3;3;4;4;4;4;4;4;4;5;4;4;3;1;1;1;3;3;1;4;4;4;5;3;3;3;3;3;4;3;2
2020-11-11;Sí, deseo participar.;Ambas;Universidad Central Del Ecuador;COMPUTACIÓN Y CIENCIAS DE LA INFORMACIÓN;Male;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;2;6;Ni alta ni baja;5;5;5;5;5;5;5;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad Internacional Sek Ecuador;CIENCIAS DE LA TIERRA Y MEDIOAMBIENTALES;Male;45 años a 54 años;Unión de hecho;Sí;Sí;Mestizo;Maestría;Menor a 1500;2;4;Nula;5;5;5;5;5;5;5;5;5;5;5;5;5;1;4;5;5;4;5;5;1;5;5;5;4;5;5;5;5;5;4;4
2020-11-11;Sí, deseo participar.;Presencial;Universidad Técnica De Machala;IDIOMAS Y LITERATURA;Female;25 años a 34 años;Casado(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;2;4;Ni alta ni baja;3;3;3;4;4;4;4;3;3;3;3;3;3;2;3;4;2;4;2;2;3;3;3;3;2;4;4;3;3;4;4;4
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad San Gregorio De Portoviejo;ECONOMÍA Y NEGOCIOS;Female;Más de 54;Divorciado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;3;3;Nula;5;5;4;4;4;4;3;3;3;3;5;4;4;5;3;3;3;4;4;5;4;4;4;3;1;1;4;4;4;5;5;5
2020-11-11;Sí, deseo participar.;Ambas;Pontificia Universidad Católica Del Ecuador;INGENIERÍA ELÉCTRICA, ELECTRÓNICA E INFORMÁTICA;Male;Más de 54;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;6;Nula;5;5;5;4;4;5;4;4;4;4;5;5;5;3;4;4;4;4;4;4;4;4;5;5;4;5;4;4;4;5;5;5
2020-11-11;Sí, deseo participar.;Presencial;Pontificia Universidad Católica Del Ecuador;ECONOMÍA Y NEGOCIOS;Female;35 años a 44 años;Soltero(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;1;7;Baja;3;3;3;5;4;4;4;4;4;3;5;4;3;4;4;3;3;3;1;3;3;3;3;5;4;3;3;3;5;5;3;2
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad Católica De Santiago De Guayaquil;ECONOMÍA Y NEGOCIOS;Male;45 años a 54 años;Soltero(a);No;No;Mestizo;Maestría;Entre 1500 y 5000;0;2;Baja;1;2;2;1;2;3;1;4;4;3;3;2;4;3;4;3;3;1;1;1;3;3;3;3;4;4;2;2;3;3;3;3
2020-11-11;Sí, deseo participar.;Ambas;Universidad Central Del Ecuador;INGENIERÍA ELÉCTRICA, ELECTRÓNICA E INFORMÁTICA;Male;35 años a 44 años;Divorciado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;1;1;Baja;5;3;3;5;5;5;3;3;3;3;5;3;4;3;3;3;3;5;4;3;3;4;3;5;1;2;2;2;5;5;5;5
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad de Cuenca;CIENCIAS DE LA SALUD;Female;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;2;4;Nula;5;5;3;5;5;5;5;3;3;3;5;5;5;5;5;5;5;5;3;5;1;5;5;5;3;5;5;5;5;4;4;4
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad Técnica De Machala;ECONOMÍA Y NEGOCIOS;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;3;1;Nula;3;4;4;4;4;4;4;3;2;1;4;4;4;4;4;4;4;3;3;2;4;4;4;4;3;3;3;1;4;4;3;2
2020-11-11;Sí, deseo participar.;Presencial;Universidad Técnica De Ambato;COMPUTACIÓN Y CIENCIAS DE LA INFORMACIÓN;Female;35 años a 44 años;Soltero(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;0;4;Ni alta ni baja;4;4;3;4;4;5;4;4;4;4;4;4;4;4;3;3;3;2;2;2;3;3;3;3;3;3;4;3;4;5;5;5
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad Metropolitana;COMPUTACIÓN Y CIENCIAS DE LA INFORMACIÓN;Male;35 años a 44 años;Unión de hecho;Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;0;2;Ni alta ni baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;3;5;4;5;5;5;5;5
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad Católica De Santiago De Guayaquil;COMPUTACIÓN Y CIENCIAS DE LA INFORMACIÓN;Male;35 años a 44 años;Unión de hecho;Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;0;2;Ni alta ni baja;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;3;5;4;5;5;5;5;5
2020-11-11;Sí, deseo participar.;Ambas;Universidad De Las Américas;CIENCIAS DE LA EDUCACIÓN;Female;35 años a 44 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;3;5;Alta;4;3;3;4;4;3;4;1;1;1;4;3;4;3;3;3;3;5;3;3;3;3;4;4;4;4;3;4;4;5;4;4
2020-11-11;Sí, deseo participar.;Presencial;Universidad Nacional De Chimborazo;CIENCIAS DE LA EDUCACIÓN;Female;45 años a 54 años;Soltero(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;0;4;Baja;4;3;3;4;4;3;4;3;3;3;4;3;3;4;3;2;2;3;2;3;4;5;4;3;3;2;3;4;3;5;4;5
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad Central Del Ecuador;ECONOMÍA Y NEGOCIOS;Male;25 años a 34 años;Casado(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;1;3;Ni alta ni baja;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5
2020-11-11;Sí, deseo participar.;Virtual (a distancia);Universidad Central Del Ecuador;DERECHO;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Menor a 1500;2;3;Baja;5;4;3;4;4;4;3;3;3;3;4;5;5;5;4;4;4;5;4;4;4;4;3;4;2;4;3;4;4;5;5;5
2020-11-11;Sí, deseo participar.;Ambas;Universidad Técnica De Manabí;MATEMÁTICAS;Male;Más de 54;Casado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;2;4;Nula;5;5;5;5;5;5;5;3;3;3;4;4;3;5;3;4;3;5;4;3;3;4;5;4;3;3;3;5;5;5;5;5
2020-11-11;Sí, deseo participar.;Presencial;Universidad de Cuenca;MATEMÁTICAS;Male;Más de 54;Unión de hecho;Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;2;5;Baja;5;5;5;5;5;5;5;5;3;4;2;3;3;3;4;4;4;4;3;3;3;4;4;5;3;4;3;3;3;5;5;5
2020-11-11;Sí, deseo participar.;Ambas;Universidad De Guayaquil;PERIODISMO Y COMUNICACIONES;Male;45 años a 54 años;Casado(a);Sí;Sí;Mestizo;Maestría;Entre 1500 y 5000;3;5;Nula;4;3;3;4;4;5;4;1;1;1;5;3;3;5;3;3;3;4;3;3;3;3;3;3;2;2;3;4;5;5;5;5
2020-11-11;Sí, deseo participar.;Presencial;Universidad Nacional De Loja;INGENIERÍA CIVIL;Female;45 años a 54 años;Divorciado(a);Sí;Sí;Mestizo;Doctorado;Entre 1500 y 5000;0;2;Nula;5;5;5;5;5;4;5;5;5;5;5;5;3;5;3;3;3;5;4;3;4;4;4;5;4;5;4;4;4;4;4;4
